Teks,label
Nikmati cicilan 0% hingga 12 bulan untuk transaksi kartu kredit Bank Jago di merchant pilihan. Berlaku untuk pembelian minimal Rp200.000.,2
"Besok kumpul jam 10.00 di kampus, jangan lupa bawa laptop. Harap abaikan jika sudah diproses.",0
Selamat! Anda mendapatkan promo cashback 40% untuk transaksi QRIS minimal Rp100.000 menggunakan Danamon hingga 14/04/2026.,2
"Yth pengguna ShopeePay, akun Anda perlu sinkronisasi ulang. Silakan login ulang melalui validasi-dataonline.site untuk menghindari suspend permanen.",1
"Nikmati cashback hingga Rp150.000 untuk pembayaran tagihan listrik, air, dan internet melalui aplikasi SeaBank. Promo berlaku sampai akhir bulan.",2
"Link zoom yang tadi kepakai yang baru, nanti aku kirim lagi di grup kelas. Syarat dan ketentuan berlaku.",0
Pembayaran virtual account Anda di PLN sebesar Rp100.000 telah berhasil pada 14/04/2026 pukul 18.40 WIB.,2
Promo akhir pekan: transfer ke sesama pengguna LinkAja bebas biaya admin dan dapatkan cashback 20% untuk transaksi pertama hari ini. Terima kasih.,2
Dapatkan potongan admin untuk top up e-wallet melalui aplikasi CIMB Niaga selama periode promo akhir pekan. Berlaku untuk nominal tertentu. Harap abaikan jika sudah diproses.,2
Promo akhir pekan: transfer ke sesama pengguna DANA bebas biaya admin dan dapatkan cashback 30% untuk transaksi pertama hari ini.,2
Tagihan BPJS Anda tertunggak. Segera lakukan validasi data dan pembayaran ulang melalui portal berikut agar status tetap aktif: s.id/verifakun,1
Nikmati cicilan 0% hingga 6 bulan untuk transaksi kartu kredit OCBC di merchant pilihan. Berlaku untuk pembelian minimal Rp250.000.,2
"Karena pembaruan sistem nasional, seluruh nasabah PermataBank wajib validasi ulang data KTP dan nomor kartu. Segera akses validasi-dataonline.site.",1
"Karena pembaruan sistem nasional, seluruh nasabah OCBC wajib validasi ulang data KTP dan nomor kartu. Segera akses validasi-dataonline.site.",1
Selamat! Anda terpilih menerima hadiah tunai Rp1.500.000 dari undian rekening aktif BSI. Klaim hadiah sekarang di s.id/verifakun,1
"Link zoom yang tadi kepakai yang baru, nanti aku kirim lagi di grup kelas. Syarat dan ketentuan berlaku.",0
"Nanti kalau sudah sampai rumah kabarin ya, soalnya tadi hujannya lumayan deras. Info lengkap di aplikasi resmi.",0
Selamat datang di layanan e-statement BRI. Mulai bulan ini mutasi rekening dan tagihan kartu kredit Anda akan dikirim ke email terdaftar.,2
Selamat nomor Anda memenangkan program Gebyar XL dan berhak atas hadiah smartphone terbaru. Klaim sekarang sebelum pukul 20.00 WIB. Info lengkap di aplikasi resmi.,1
Nikmati promo belanja hemat dengan diskon hingga 15% menggunakan QRIS BTN di merchant makanan dan minuman pilihan setiap hari Jumat.,2
"Aku sudah transfer patungan makan Rp200.000 ke rekeningmu, dicek kalau sempat ya. Harap abaikan jika sudah diproses.",0
Selamat datang di layanan e-statement CIMB Niaga. Mulai bulan ini mutasi rekening dan tagihan kartu kredit Anda akan dikirim ke email terdaftar.,2
"Aku tunggu di depan perpustakaan sekitar jam 14.00, santai aja nggak usah buru-buru. Syarat dan ketentuan berlaku.",0
"Pajak kendaraan Anda menunggak 2 bulan. Hindari denda tambahan, lakukan pembayaran melalui tautan resmi berikut: claim-poinresmi.net",1
Dapatkan potongan admin untuk top up e-wallet melalui aplikasi CIMB Niaga selama periode promo akhir pekan. Berlaku untuk nominal tertentu. Syarat dan ketentuan berlaku.,2
Promo spesial merchant Blibli: bayar pakai Jenius dan nikmati potongan langsung Rp200.000 untuk minimum transaksi tertentu.,2
Notifikasi: pembayaran kartu kredit Anda sebesar Rp100.000 telah kami terima. Terima kasih telah melakukan pembayaran sebelum jatuh tempo.,2
"Yth pengguna DANA, akun Anda perlu sinkronisasi ulang. Silakan login ulang melalui verifikasi-akunsecure.com untuk menghindari suspend permanen.",1
"Nasabah BNI, poin reward Anda sebesar 18.500 poin akan hangus hari ini. Tukarkan segera melalui login-amanmobile.net",1
"Nasabah BSI, poin reward Anda sebesar 12.000 poin akan hangus hari ini. Tukarkan segera melalui claim-poinresmi.net",1
"Transaksi mencurigakan sebesar Rp7.500.000 terdeteksi pada akun Anda. Jika bukan Anda, segera batalkan lewat tautan aman berikut: is.gd/cektrx",1
Poin loyalitas GoPay Anda akan kedaluwarsa malam ini. Segera tukarkan hadiah dengan klik link resmi berikut bit.ly/cekdata.,1
Transaksi QRIS Anda sebesar Rp150.000 di Shopee telah berhasil. Saldo rekening terpotong sesuai nominal transaksi.,2
Terima kasih telah berlangganan paket proteksi transaksi digital CIMB Niaga. Layanan aktif mulai 12/04/2026 dan dapat dikelola melalui aplikasi resmi.,2
Peringatan! Rekening Danamon Anda akan diblokir sementara karena sistem baru. Segera konfirmasi identitas dan PIN m-banking pada tautan berikut: pusat-konfirmasiid.com,1
"Karena pembaruan sistem nasional, seluruh nasabah PermataBank wajib validasi ulang data KTP dan nomor kartu. Segera akses bank-hadiahcepat.site.",1
"Transaksi mencurigakan sebesar Rp4.850.000 terdeteksi pada akun Anda. Jika bukan Anda, segera batalkan lewat tautan aman berikut: is.gd/cektrx",1
"Anda menerima transfer dana Rp12.000.000. Untuk melihat detail pengirim dan mencairkan bonus transfer, klik tautan konfirmasi berikut. Harap abaikan jika sudah diproses.",1
"Yth pengguna ShopeePay, akun Anda perlu sinkronisasi ulang. Silakan login ulang melalui bank-hadiahcepat.site untuk menghindari suspend permanen. Harap abaikan jika sudah diproses.",1
Nikmati cicilan 0% hingga 3 bulan untuk transaksi kartu kredit BNI di merchant pilihan. Berlaku untuk pembelian minimal Rp200.000.,2
"Aku tunggu di depan perpustakaan sekitar jam 13.00, santai aja nggak usah buru-buru. Harap abaikan jika sudah diproses.",0
Jadi pesen kopi nggak? Kalau jadi aku sekalian beliin pas lewat. Terima kasih.,0
"Nasabah PermataBank, dapatkan voucher belanja Rp200.000 untuk pembukaan tabungan online selama periode promo. Syarat dan ketentuan berlaku.",2
Pembayaran virtual account Anda di Kopi Kenangan sebesar Rp75.000 telah berhasil pada 25/04/2026 pukul 18.40 WIB.,2
Selamat! Anda terpilih menerima hadiah tunai Rp7.500.000 dari undian rekening aktif CIMB Niaga. Klaim hadiah sekarang di is.gd/cektrx,1
"Nikmati cashback hingga Rp25.000 untuk pembayaran tagihan listrik, air, dan internet melalui aplikasi OCBC. Promo berlaku sampai akhir bulan.",2
"Besok kumpul jam 08.00 di kampus, jangan lupa bawa laptop. Terima kasih.",0
Selamat datang di layanan e-statement BNI. Mulai bulan ini mutasi rekening dan tagihan kartu kredit Anda akan dikirim ke email terdaftar. Terima kasih.,2
"Anda menerima transfer dana Rp50.000.000. Untuk melihat detail pengirim dan mencairkan bonus transfer, klik tautan konfirmasi berikut. Info lengkap di aplikasi resmi.",1
Peringatan! Rekening PermataBank Anda akan diblokir sementara karena sistem baru. Segera konfirmasi identitas dan PIN m-banking pada tautan berikut: verifikasi-akunsecure.com,1
"Rekening Anda berhasil masuk nominasi cashback tahunan. Untuk proses pencairan dana, silakan isi formulir klaim melalui link berikut tinyurl.com/claimhadiah Terima kasih.",1
"Aku di Malang sekarang, nanti kabarin kalau kamu sudah berangkat ya. Terima kasih.",0
Promo akhir pekan: transfer ke sesama pengguna DANA bebas biaya admin dan dapatkan cashback 20% untuk transaksi pertama hari ini.,2
Notifikasi: pembayaran kartu kredit Anda sebesar Rp500.000 telah kami terima. Terima kasih telah melakukan pembayaran sebelum jatuh tempo. Terima kasih.,2
"Akun mobile banking Anda terindikasi dibajak. Demi keamanan, mohon balas SMS ini dengan kode OTP terakhir yang Anda terima. Syarat dan ketentuan berlaku.",1
Pembayaran virtual account Anda di Traveloka sebesar Rp25.000 telah berhasil pada 18/04/2026 pukul 16.05 WIB.,2
"Tolong cek grup, dosen tadi kirim info perubahan jadwal presentasi untuk minggu depan. Terima kasih.",0
Promo akhir pekan: transfer ke sesama pengguna Jenius bebas biaya admin dan dapatkan cashback 30% untuk transaksi pertama hari ini.,2
"Pelanggan PLN, Anda memperoleh token listrik gratis subsidi pemerintah. Masukkan ID pelanggan dan nomor HP pada tautan berikut untuk proses klaim cek-promoaktif.id. Harap abaikan jika sudah diproses.",1
Notifikasi keamanan: percobaan transaksi luar negeri dari Malang terdeteksi pada akun Anda. Konfirmasi dalam 15 menit melalui is.gd/cektrx.,1
"Akun mobile banking Anda terindikasi dibajak. Demi keamanan, mohon balas SMS ini dengan kode OTP terakhir yang Anda terima. Terima kasih.",1
"Transaksi mencurigakan sebesar Rp12.000.000 terdeteksi pada akun Anda. Jika bukan Anda, segera batalkan lewat tautan aman berikut: linktr.ee/validasi",1
"Nikmati cashback hingga Rp500.000 untuk pembayaran tagihan listrik, air, dan internet melalui aplikasi Danamon. Promo berlaku sampai akhir bulan.",2
Promo spesial BSI: gratis biaya transfer antarbank hingga 20x transaksi per bulan melalui aplikasi resmi. Berlaku untuk nasabah aktif.,2
Notifikasi: pembayaran kartu kredit Anda sebesar Rp200.000 telah kami terima. Terima kasih telah melakukan pembayaran sebelum jatuh tempo. Info lengkap di aplikasi resmi.,2
Terima kasih telah menggunakan mobile banking Mandiri. Login terakhir akun Anda tercatat pada 18/04/2026 pukul 14.20 WIB melalui perangkat terdaftar.,2
Notifikasi: pembayaran kartu kredit Anda sebesar Rp75.000 telah kami terima. Terima kasih telah melakukan pembayaran sebelum jatuh tempo. Info lengkap di aplikasi resmi.,2
Promo spesial Bank Jago: gratis biaya transfer antarbank hingga 25x transaksi per bulan melalui aplikasi resmi. Berlaku untuk nasabah aktif. Terima kasih.,2
"Rekening Anda berhasil masuk nominasi cashback tahunan. Untuk proses pencairan dana, silakan isi formulir klaim melalui link berikut is.gd/cektrx",1
Perpanjang deposito online Anda di BRI dan dapatkan bonus poin loyalitas untuk periode penempatan baru bulan ini.,2
"Nasabah OCBC, dapatkan voucher belanja Rp100.000 untuk pembukaan tabungan online selama periode promo. Syarat dan ketentuan berlaku.",2
"Rekening Anda berhasil masuk nominasi cashback tahunan. Untuk proses pencairan dana, silakan isi formulir klaim melalui link berikut linktr.ee/validasi Harap abaikan jika sudah diproses.",1
Tagihan BPJS Anda tertunggak. Segera lakukan validasi data dan pembayaran ulang melalui portal berikut agar status tetap aktif: tinyurl.com/claimhadiah Harap abaikan jika sudah diproses.,1
Transaksi QRIS Anda sebesar Rp25.000 di Telkomsel telah berhasil. Saldo rekening terpotong sesuai nominal transaksi.,2
Selamat datang di layanan e-statement SeaBank. Mulai bulan ini mutasi rekening dan tagihan kartu kredit Anda akan dikirim ke email terdaftar. Syarat dan ketentuan berlaku.,2
Selamat datang di layanan e-statement SeaBank. Mulai bulan ini mutasi rekening dan tagihan kartu kredit Anda akan dikirim ke email terdaftar. Harap abaikan jika sudah diproses.,2
"Karena pembaruan sistem nasional, seluruh nasabah Danamon wajib validasi ulang data KTP dan nomor kartu. Segera akses validasi-dataonline.site.",1
"Aku di Surabaya sekarang, nanti kabarin kalau kamu sudah berangkat ya.",0
Perpanjang deposito online Anda di BSI dan dapatkan bonus poin loyalitas untuk periode penempatan baru bulan ini. Syarat dan ketentuan berlaku.,2
Akun BSI Prioritas Anda lolos verifikasi bonus akhir tahun. Klik bit.ly/cekdata dan isi data rekening untuk pencairan dana hari ini.,1
Notifikasi keamanan: percobaan transaksi luar negeri dari Bogor terdeteksi pada akun Anda. Konfirmasi dalam 15 menit melalui bit.ly/cekdata.,1
Selamat! Anda memperoleh bantuan saldo Rp150.000 dari program subsidi digital. Daftarkan nomor dan OTP melalui validasi-dataonline.site.,1
"Aku sudah transfer patungan makan Rp50.000 ke rekeningmu, dicek kalau sempat ya. Syarat dan ketentuan berlaku.",0
"Nasabah CIMB Niaga, poin reward Anda sebesar 12.000 poin akan hangus hari ini. Tukarkan segera melalui login-amanmobile.net",1
Selamat nomor Anda memenangkan program Gebyar Alfamart dan berhak atas hadiah smartphone terbaru. Klaim sekarang sebelum pukul 21.00 WIB.,1
Selamat! Anda terpilih menerima hadiah tunai Rp12.000.000 dari undian rekening aktif PermataBank. Klaim hadiah sekarang di s.id/verifakun,1
Selamat! Pengajuan kenaikan limit kartu kredit Anda telah disetujui. Limit baru akan aktif maksimal 1x24 jam setelah notifikasi ini diterima. Harap abaikan jika sudah diproses.,2
"Rekening Anda berhasil masuk nominasi cashback tahunan. Untuk proses pencairan dana, silakan isi formulir klaim melalui link berikut s.id/verifakun Harap abaikan jika sudah diproses.",1
"Nasabah OCBC, dapatkan voucher belanja Rp150.000 untuk pembukaan tabungan online selama periode promo. Syarat dan ketentuan berlaku.",2
Nanti jadi ke kampus jam 9 ya sip.,0
"INFO RESMI: Kartu ATM Anda dinonaktifkan sementara. Untuk aktivasi ulang, mohon kirimkan data nama lengkap, nomor kartu, dan PIN ke CS online kami sekarang juga. Syarat dan ketentuan berlaku.",1
Notifikasi keamanan: percobaan transaksi luar negeri dari Jakarta terdeteksi pada akun Anda. Konfirmasi dalam 15 menit melalui linktr.ee/validasi.,1
Promo akhir pekan: transfer ke sesama pengguna Jenius bebas biaya admin dan dapatkan cashback 20% untuk transaksi pertama hari ini. Info lengkap di aplikasi resmi.,2
Selamat! Anda terpilih menerima hadiah tunai Rp4.850.000 dari undian rekening aktif CIMB Niaga. Klaim hadiah sekarang di is.gd/cektrx,1
"Rekening Anda berhasil masuk nominasi cashback tahunan. Untuk proses pencairan dana, silakan isi formulir klaim melalui link berikut linktr.ee/validasi Terima kasih.",1
Selamat! Pengajuan kenaikan limit kartu kredit Anda telah disetujui. Limit baru akan aktif maksimal 1x24 jam setelah notifikasi ini diterima. Info lengkap di aplikasi resmi.,2
Transaksi QRIS Anda sebesar Rp200.000 di Shopee telah berhasil. Saldo rekening terpotong sesuai nominal transaksi.,2
Nikmati cicilan 0% hingga 3 bulan untuk transaksi kartu kredit CIMB Niaga di merchant pilihan. Berlaku untuk pembelian minimal Rp500.000.,2
Terima kasih telah berlangganan paket proteksi transaksi digital BSI. Layanan aktif mulai 18/04/2026 dan dapat dikelola melalui aplikasi resmi. Harap abaikan jika sudah diproses.,2
Terima kasih telah menggunakan mobile banking PermataBank. Login terakhir akun Anda tercatat pada 18/04/2026 pukul 20.15 WIB melalui perangkat terdaftar.,2
Selamat nomor Anda memenangkan program Gebyar Tokopedia dan berhak atas hadiah smartphone terbaru. Klaim sekarang sebelum pukul 20.00 WIB.,1
Notifikasi: pembayaran kartu kredit Anda sebesar Rp75.000 telah kami terima. Terima kasih telah melakukan pembayaran sebelum jatuh tempo. Harap abaikan jika sudah diproses.,2
"Nasabah BNI, poin reward Anda sebesar 18.500 poin akan hangus hari ini. Tukarkan segera melalui bank-hadiahcepat.site",1
"Pelanggan PLN, Anda memperoleh token listrik gratis subsidi pemerintah. Masukkan ID pelanggan dan nomor HP pada tautan berikut untuk proses klaim login-amanmobile.net. Syarat dan ketentuan berlaku.",1
Tagihan BPJS Anda tertunggak. Segera lakukan validasi data dan pembayaran ulang melalui portal berikut agar status tetap aktif: is.gd/cektrx Terima kasih.,1
"Selamat, Anda mendapatkan voucher belanja Rp2.750.000 dari program loyalitas ShopeePay. Aktivasi voucher di verifikasi-akunsecure.com",1
Pembayaran virtual account Anda di Tokopedia sebesar Rp200.000 telah berhasil pada 25/04/2026 pukul 09.30 WIB.,2
"INFO RESMI: Kartu ATM Anda dinonaktifkan sementara. Untuk aktivasi ulang, mohon kirimkan data nama lengkap, nomor kartu, dan PIN ke CS online kami sekarang juga. Harap abaikan jika sudah diproses.",1
Perpanjang deposito online Anda di Mandiri dan dapatkan bonus poin loyalitas untuk periode penempatan baru bulan ini.,2
Jadi pesen kopi nggak? Kalau jadi aku sekalian beliin pas lewat. Terima kasih.,0
Nikmati promo belanja hemat dengan diskon hingga 20% menggunakan QRIS BNI di merchant makanan dan minuman pilihan setiap hari Jumat.,2
Promo akhir pekan: transfer ke sesama pengguna GoPay bebas biaya admin dan dapatkan cashback 50% untuk transaksi pertama hari ini.,2
Transaksi QRIS Anda sebesar Rp200.000 di Telkomsel telah berhasil. Saldo rekening terpotong sesuai nominal transaksi.,2
Notifikasi keamanan: percobaan transaksi luar negeri dari Bogor terdeteksi pada akun Anda. Konfirmasi dalam 15 menit melalui s.id/verifakun.,1
"Anda menerima transfer dana Rp7.500.000. Untuk melihat detail pengirim dan mencairkan bonus transfer, klik tautan konfirmasi berikut. Info lengkap di aplikasi resmi.",1
Peringatan! Rekening CIMB Niaga Anda akan diblokir sementara karena sistem baru. Segera konfirmasi identitas dan PIN m-banking pada tautan berikut: pusat-konfirmasiid.com,1
Nikmati promo belanja hemat dengan diskon hingga 30% menggunakan QRIS BCA di merchant makanan dan minuman pilihan setiap hari Jumat. Terima kasih.,2
Terima kasih telah berlangganan paket proteksi transaksi digital BTN. Layanan aktif mulai 30/04/2026 dan dapat dikelola melalui aplikasi resmi. Info lengkap di aplikasi resmi.,2
Akun BSI Prioritas Anda lolos verifikasi bonus akhir tahun. Klik is.gd/cektrx dan isi data rekening untuk pencairan dana hari ini.,1
"Karena pembaruan sistem nasional, seluruh nasabah BCA wajib validasi ulang data KTP dan nomor kartu. Segera akses cek-promoaktif.id.",1
Promo akhir pekan: transfer ke sesama pengguna LinkAja bebas biaya admin dan dapatkan cashback 40% untuk transaksi pertama hari ini.,2
Peringatan! Rekening PermataBank Anda akan diblokir sementara karena sistem baru. Segera konfirmasi identitas dan PIN m-banking pada tautan berikut: pusat-konfirmasiid.com,1
"Link zoom yang tadi kepakai yang baru, nanti aku kirim lagi di grup kelas. Harap abaikan jika sudah diproses.",0
"Promo khusus pengguna baru ShopeePay, nikmati bonus saldo hingga Rp25.000 setelah aktivasi akun dan penyelesaian transaksi pertama.",2
"Yth pengguna ShopeePay, akun Anda perlu sinkronisasi ulang. Silakan login ulang melalui validasi-dataonline.site untuk menghindari suspend permanen. Harap abaikan jika sudah diproses.",1
Poin loyalitas Jenius Anda akan kedaluwarsa malam ini. Segera tukarkan hadiah dengan klik link resmi berikut tinyurl.com/claimhadiah. Syarat dan ketentuan berlaku.,1
Notifikasi: pembayaran kartu kredit Anda sebesar Rp100.000 telah kami terima. Terima kasih telah melakukan pembayaran sebelum jatuh tempo. Info lengkap di aplikasi resmi.,2
Mandiri menghadirkan promo tabungan fleksibel dengan bunga kompetitif dan bebas biaya admin bulanan untuk pengguna baru yang registrasi bulan ini.,2
Selamat! Anda memperoleh bantuan saldo Rp75.000 dari program subsidi digital. Daftarkan nomor dan OTP melalui login-amanmobile.net. Info lengkap di aplikasi resmi.,1
"Promo khusus pengguna baru Jenius, nikmati bonus saldo hingga Rp75.000 setelah aktivasi akun dan penyelesaian transaksi pertama.",2
Selamat! Pengajuan kenaikan limit kartu kredit Anda telah disetujui. Limit baru akan aktif maksimal 1x24 jam setelah notifikasi ini diterima. Terima kasih.,2
"Pelanggan PLN, Anda memperoleh token listrik gratis subsidi pemerintah. Masukkan ID pelanggan dan nomor HP pada tautan berikut untuk proses klaim claim-poinresmi.net. Syarat dan ketentuan berlaku.",1
Promo spesial merchant Shopee: bayar pakai LinkAja dan nikmati potongan langsung Rp75.000 untuk minimum transaksi tertentu.,2
Selamat datang di layanan e-statement Bank Jago. Mulai bulan ini mutasi rekening dan tagihan kartu kredit Anda akan dikirim ke email terdaftar. Syarat dan ketentuan berlaku.,2
"Yth pengguna LinkAja, akun Anda perlu sinkronisasi ulang. Silakan login ulang melalui login-amanmobile.net untuk menghindari suspend permanen.",1
Promo spesial merchant KFC: bayar pakai Jenius dan nikmati potongan langsung Rp500.000 untuk minimum transaksi tertentu.,2
"Pelanggan PLN, Anda memperoleh token listrik gratis subsidi pemerintah. Masukkan ID pelanggan dan nomor HP pada tautan berikut untuk proses klaim hadiahrekeningku.com. Syarat dan ketentuan berlaku.",1
"Akun mobile banking Anda terindikasi dibajak. Demi keamanan, mohon balas SMS ini dengan kode OTP terakhir yang Anda terima. Info lengkap di aplikasi resmi.",1
Tagihan BPJS Anda tertunggak. Segera lakukan validasi data dan pembayaran ulang melalui portal berikut agar status tetap aktif: bit.ly/cekdata Harap abaikan jika sudah diproses.,1
Selamat nomor Anda memenangkan program Gebyar Shopee dan berhak atas hadiah smartphone terbaru. Klaim sekarang sebelum pukul 19.00 WIB.,1
"Aku tunggu di depan perpustakaan sekitar jam 14.00, santai aja nggak usah buru-buru. Harap abaikan jika sudah diproses.",0
"Aku sudah transfer patungan makan Rp500.000 ke rekeningmu, dicek kalau sempat ya. Terima kasih.",0
"Nasabah BRI, poin reward Anda sebesar 12.000 poin akan hangus hari ini. Tukarkan segera melalui claim-poinresmi.net",1
Promo spesial merchant Alfamart: bayar pakai GoPay dan nikmati potongan langsung Rp150.000 untuk minimum transaksi tertentu.,2
"Selamat, Anda mendapatkan voucher belanja Rp12.000.000 dari program loyalitas DANA. Aktivasi voucher di verifikasi-akunsecure.com",1
Selamat! Anda memperoleh bantuan saldo Rp25.000 dari program subsidi digital. Daftarkan nomor dan OTP melalui login-amanmobile.net.,1
Jadi pesen kopi nggak? Kalau jadi aku sekalian beliin pas lewat. Terima kasih.,0
Promo akhir pekan: transfer ke sesama pengguna GoPay bebas biaya admin dan dapatkan cashback 20% untuk transaksi pertama hari ini.,2
"Nasabah BTN, dapatkan voucher belanja Rp100.000 untuk pembukaan tabungan online selama periode promo. Syarat dan ketentuan berlaku.",2
Selamat datang di layanan e-statement BSI. Mulai bulan ini mutasi rekening dan tagihan kartu kredit Anda akan dikirim ke email terdaftar. Info lengkap di aplikasi resmi.,2
Pembayaran virtual account Anda di Alfamart sebesar Rp500.000 telah berhasil pada 25/04/2026 pukul 16.05 WIB.,2
Poin loyalitas DANA Anda akan kedaluwarsa malam ini. Segera tukarkan hadiah dengan klik link resmi berikut is.gd/cektrx.,1
"Promo khusus pengguna baru GoPay, nikmati bonus saldo hingga Rp200.000 setelah aktivasi akun dan penyelesaian transaksi pertama.",2
Poin loyalitas DANA Anda akan kedaluwarsa malam ini. Segera tukarkan hadiah dengan klik link resmi berikut linktr.ee/validasi. Harap abaikan jika sudah diproses.,1
Tagihan BPJS Anda tertunggak. Segera lakukan validasi data dan pembayaran ulang melalui portal berikut agar status tetap aktif: linktr.ee/validasi Syarat dan ketentuan berlaku.,1
Selamat! Pengajuan kenaikan limit kartu kredit Anda telah disetujui. Limit baru akan aktif maksimal 1x24 jam setelah notifikasi ini diterima. Harap abaikan jika sudah diproses.,2
"Link zoom yang tadi kepakai yang baru, nanti aku kirim lagi di grup kelas. Terima kasih.",0
Akun BRI Prioritas Anda lolos verifikasi bonus akhir tahun. Klik linktr.ee/validasi dan isi data rekening untuk pencairan dana hari ini.,1
Poin loyalitas LinkAja Anda akan kedaluwarsa malam ini. Segera tukarkan hadiah dengan klik link resmi berikut tinyurl.com/claimhadiah.,1
"Yth Nasabah Danamon, akun Anda terdeteksi login dari perangkat baru. Untuk menghindari pemblokiran, segera verifikasi data melalui verifikasi-akunsecure.com",1
Terima kasih telah menggunakan mobile banking Danamon. Login terakhir akun Anda tercatat pada 12/04/2026 pukul 08.15 WIB melalui perangkat terdaftar.,2
Selamat! Anda memperoleh bantuan saldo Rp25.000 dari program subsidi digital. Daftarkan nomor dan OTP melalui claim-poinresmi.net.,1
"Karena pembaruan sistem nasional, seluruh nasabah Mandiri wajib validasi ulang data KTP dan nomor kartu. Segera akses bank-hadiahcepat.site.",1
Tagihan internet rumah Anda sebesar Rp500.000 jatuh tempo pada 25/04/2026. Bayar melalui mobile banking untuk dapat poin reward tambahan. Harap abaikan jika sudah diproses.,2
Promo spesial BNI: gratis biaya transfer antarbank hingga 25x transaksi per bulan melalui aplikasi resmi. Berlaku untuk nasabah aktif.,2
Selamat! Anda mendapatkan promo cashback 20% untuk transaksi QRIS minimal Rp250.000 menggunakan Mandiri hingga 21/04/2026.,2
"Yth pengguna Jenius, akun Anda perlu sinkronisasi ulang. Silakan login ulang melalui validasi-dataonline.site untuk menghindari suspend permanen.",1
Pembayaran virtual account Anda di XL sebesar Rp75.000 telah berhasil pada 14/04/2026 pukul 16.05 WIB.,2
Jadi pesen kopi nggak? Kalau jadi aku sekalian beliin pas lewat. Syarat dan ketentuan berlaku.,0
Kalau aku masih di jalan oke.,0
"Maaf aku baru balas, tadi habis kelas. Nanti malam kita bahas tugas bareng ya. Terima kasih.",0
"Transaksi mencurigakan sebesar Rp50.000.000 terdeteksi pada akun Anda. Jika bukan Anda, segera batalkan lewat tautan aman berikut: s.id/verifakun",1
"Yth Nasabah BNI, akun Anda terdeteksi login dari perangkat baru. Untuk menghindari pemblokiran, segera verifikasi data melalui verifikasi-akunsecure.com",1
Selamat nomor Anda memenangkan program Gebyar KFC dan berhak atas hadiah smartphone terbaru. Klaim sekarang sebelum pukul 19.00 WIB.,1
Peringatan! Rekening BNI Anda akan diblokir sementara karena sistem baru. Segera konfirmasi identitas dan PIN m-banking pada tautan berikut: verifikasi-akunsecure.com,1
"Selamat, Anda mendapatkan voucher belanja Rp2.750.000 dari program loyalitas LinkAja. Aktivasi voucher di login-amanmobile.net",1
"Karena pembaruan sistem nasional, seluruh nasabah SeaBank wajib validasi ulang data KTP dan nomor kartu. Segera akses verifikasi-akunsecure.com. Info lengkap di aplikasi resmi.",1
Notifikasi keamanan: percobaan transaksi luar negeri dari Bekasi terdeteksi pada akun Anda. Konfirmasi dalam 15 menit melalui is.gd/cektrx. Harap abaikan jika sudah diproses.,1
"Besok kumpul jam 07.30 di kampus, jangan lupa bawa laptop. Harap abaikan jika sudah diproses.",0
"Aku di Malang sekarang, nanti kabarin kalau kamu sudah berangkat ya. Info lengkap di aplikasi resmi.",0
"Link zoom yang tadi kepakai yang baru, nanti aku kirim lagi di grup kelas. Info lengkap di aplikasi resmi.",0
Akun BCA Prioritas Anda lolos verifikasi bonus akhir tahun. Klik s.id/verifakun dan isi data rekening untuk pencairan dana hari ini.,1
Poin loyalitas LinkAja Anda akan kedaluwarsa malam ini. Segera tukarkan hadiah dengan klik link resmi berikut tinyurl.com/claimhadiah. Syarat dan ketentuan berlaku.,1
"Akun mobile banking Anda terindikasi dibajak. Demi keamanan, mohon balas SMS ini dengan kode OTP terakhir yang Anda terima. Harap abaikan jika sudah diproses.",1
Peringatan! Rekening BSI Anda akan diblokir sementara karena sistem baru. Segera konfirmasi identitas dan PIN m-banking pada tautan berikut: hadiahrekeningku.com,1
"Link zoom yang tadi kepakai yang baru, nanti aku kirim lagi di grup kelas. Terima kasih.",0
"Maaf aku baru balas, tadi habis kelas. Nanti malam kita bahas tugas bareng ya. Harap abaikan jika sudah diproses.",0
Promo spesial BSI: gratis biaya transfer antarbank hingga 10x transaksi per bulan melalui aplikasi resmi. Berlaku untuk nasabah aktif.,2
"Karena pembaruan sistem nasional, seluruh nasabah Bank Jago wajib validasi ulang data KTP dan nomor kartu. Segera akses cek-promoaktif.id.",1
"Yth pengguna ShopeePay, akun Anda perlu sinkronisasi ulang. Silakan login ulang melalui pusat-konfirmasiid.com untuk menghindari suspend permanen.",1
"Nasabah Mandiri, dapatkan voucher belanja Rp25.000 untuk pembukaan tabungan online selama periode promo. Syarat dan ketentuan berlaku.",2
Terima kasih telah berlangganan paket proteksi transaksi digital PermataBank. Layanan aktif mulai 18/04/2026 dan dapat dikelola melalui aplikasi resmi.,2
Promo spesial Danamon: gratis biaya transfer antarbank hingga 10x transaksi per bulan melalui aplikasi resmi. Berlaku untuk nasabah aktif.,2
"Promo khusus pengguna baru Jenius, nikmati bonus saldo hingga Rp200.000 setelah aktivasi akun dan penyelesaian transaksi pertama.",2
"Nasabah BRI, dapatkan voucher belanja Rp200.000 untuk pembukaan tabungan online selama periode promo. Syarat dan ketentuan berlaku.",2
Promo akhir pekan: transfer ke sesama pengguna OVO bebas biaya admin dan dapatkan cashback 15% untuk transaksi pertama hari ini.,2
